id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15533623,Appartement ligt op 5 min van het centrum,99915005,Ali,,Merksem - Heide,51.25331,4.4446,Entire home/apt,90,2,12,2025-02-24,0.13,1,249,6,
15715672,Charmante grote 2 pers. kamer in herenhuisstijl.,73367584,Veerle,,Hoboken - Centrum,51.17735,4.34941,Private room,90,2,17,2024-07-28,0.19,2,12,2,
15853340,Cozy place for a quiet night,47960379,Marleen,,Haringrode,51.20027,4.42137,Private room,48,1,124,2024-12-16,1.24,1,310,21,
15855343,Loft @Eilandje - unique view on the MAS,55380854,Chris,,Eilandje,51.227929916681866,4.405014038085935,Entire home/apt,98,1,215,2025-02-28,2.13,1,221,15,
15949936,Surprising characteristic apartment in Antwerp,24731798,Christel & Paul,,Stuivenberg,51.22011,4.42967,Entire home/apt,,2,159,2025-02-23,1.61,2,0,11,
16036168,Beautiful sunny apartment in the centre of Antwerp,104344031,Kristof,,Historisch Centrum,51.22437,4.40449,Entire home/apt,,4,82,2025-02-02,0.81,1,3,13,
16040670,Homy apartment near many parks #LovelyGreen,104393507,Kristien,,Deurne Zuid Oost,51.20076,4.4604,Private room,,7,13,2018-05-19,0.14,1,0,0,
16068168,Sky Studio,11483067,Santiago,,Stadspark,51.20259475708008,4.412428855895996,Entire home/apt,,3,36,2024-09-23,0.36,1,0,16,
16107337,Charmante studio,19889207,Alex,,Historisch Centrum,51.22336,4.40191,Entire home/apt,70,2,615,2025-03-05,6.08,4,23,60,
16238598,Nice studio in the historic centre of Antwerp,106146420,Patrick,,Historisch Centrum,51.22164,4.40213,Entire home/apt,72,2,391,2025-03-03,3.97,3,135,42,
16271484,Modern and cozy Studio with Garden in centre,61929903,Hao,,Universiteitsbuurt,51.22629,4.40509,Entire home/apt,64,1,417,2025-03-18,4.74,1,117,63,
16291478,Entire house with sauna & outdoor shower,106578417,Greet,,Universiteitsbuurt,51.22473,4.40842,Entire home/apt,209,2,183,2025-02-16,1.82,1,348,19,
16317142,Cosy & renovated apartment !!,40169128,Charlotte,,Brederode,51.20059,4.39543,Entire home/apt,,2,0,,,1,0,0,
16511289,Cozy & spacious app close to centre and Airport!!!,6418619,Henk,,Nieuw - Kwartier Oost,51.18005,4.43945,Entire home/apt,75,30,3,2018-05-20,0.03,1,49,0,
16610326,Nice penthouse/ family room with parking,109618168,Chantal & Christian,,Borgerhout Intra Muros Noord,51.2171,4.432,Private room,90,2,61,2025-02-16,0.63,4,183,9,
16612557,Duplex Apartment with Garden and Free parking,37716821,Andras Lars L,,Valaar,51.17885,4.3737,Entire home/apt,149,3,80,2023-08-31,0.83,1,201,0,
16630701,Amazing and Cozy Apartment,103947136,Charissa,,Universiteitsbuurt,51.22003,4.40823,Entire home/apt,162,1,85,2024-07-22,0.85,1,96,1,
16646044,Design room in the city centre of Antwerp,98500039,Isabelle,,Theaterbuurt-Meir,51.21539,4.40448,Private room,165,1,6,2023-10-23,0.06,1,87,0,
16733927,"Cosy family house with garden, centre of Antwerp",66092254,Bram,,Linkeroever,51.22059,4.38483,Entire home/apt,,2,11,2023-07-18,0.11,1,0,0,
16833815,Very cozy apartment,110993942,Rev,,Amandus - Atheneum,51.21905,4.42299,Entire home/apt,115,2,30,2024-12-16,0.31,16,110,2,
16851403,Beautiful house to enjoy an Antwerp family-holiday,7611440,Riet,,Borgerhout Extra Muros,51.19847,4.45257,Entire home/apt,195,7,10,2022-08-11,0.11,1,164,0,
17096268,"Suite ""Victorian Classic"" - with terrace",38724058,Anatoly,,Brederode,51.20608,4.40247,Entire home/apt,121,1,27,2024-07-11,0.28,3,68,2,
17266710,Spacious characteristic apartment in Antwerp,24731798,Christel & Paul,,Stuivenberg,51.21925,4.42958,Entire home/apt,,2,124,2025-01-02,1.27,2,0,15,
17756295,Beautiful 2 bedroom apartment III,110993942,Rev,,Amandus - Atheneum,51.21885,4.4225,Entire home/apt,135,2,71,2025-01-05,0.73,16,293,5,
17835464,Bright apartment at a trendy top location!,69053371,Koen,,Amandus - Atheneum,51.22947,4.41801,Entire home/apt,473,2,3,2019-07-29,0.03,1,17,0,
17911859,19th century house | historic centre | 10 people |,4113286,Kathleen,,Historisch Centrum,51.2189,4.39941,Entire home/apt,539,2,81,2025-03-03,0.90,2,277,11,
18146639,"Leuk, groen en gezellig appartement in Deurne.",19498256,Dennis,,Deurne Dorp - Gallifort,51.22094,4.47091,Entire home/apt,174,10,8,2024-09-10,0.08,1,180,3,
18322026,"Zeer gezellig en ruim appartement, ideaal gelegen",9072712,Kristof,,Amandus - Atheneum,51.22106,4.41782,Entire home/apt,,2,55,2022-09-25,0.59,1,0,0,
18475342,Apartment Brabo  Antwerp historic center,128148374,Jan&Hong,,Historisch Centrum,51.21812,4.39843,Entire home/apt,77,4,19,2022-05-04,0.20,4,249,0,
18507108,Studio Smurfen  Antwerp historic center,128148374,Jan&Hong,,Theaterbuurt-Meir,51.21721,4.40664,Entire home/apt,60,7,40,2025-02-03,0.42,4,201,1,
18565578,Stylish Apartment in Antwerp's Green Quarter,10658365,Thomas,,Haringrode,51.2016,4.42099,Entire home/apt,141,2,147,2025-03-02,1.56,1,322,21,
18661350,Beautiful house with garden (& parking),14530673,Leen,,Centraal Station,51.2144,4.42723,Entire home/apt,170,2,9,2025-01-04,0.11,1,126,3,
18823301,"Cosy house with garden, close to city centre",131063210,Wim,,Linkeroever,51.22277,4.38393,Entire home/apt,135,4,9,2024-08-09,0.10,1,19,2,
18849323,Apartment next to nature parc near Antwerp city,7115121,Patricia En Maarten,,Hoboken - Centrum,51.18221,4.3471,Entire home/apt,78,3,33,2024-10-12,0.76,1,39,7,
18913507,Ground floor apartment with huge garden!,60668284,Lorenzo,,Amandus - Atheneum,51.22632,4.42188,Entire home/apt,78,2,155,2025-03-03,1.66,1,30,32,
18931281,Suites Hotel Colvenier,131962395,Patrick,,Sint-Andries,51.21576,4.39957,Private room,340,1,1,2022-10-30,0.03,1,166,0,
19028126,Romantic Gem in Antwerp’s Historic City Center,45715457,Susha,,Historisch Centrum,51.22212,4.39978,Entire home/apt,,2,138,2020-09-04,1.48,1,0,0,
19062948,Small apartment in Antwerp center,60756836,Ann,,Brederode,51.2029,4.39597,Entire home/apt,59,28,6,2024-08-31,0.07,5,263,1,
19091628,Charming house with terrace 10min From citycenter,119434410,Sarah,,Groenenhoek,51.20208,4.4398,Entire home/apt,,2,125,2025-01-01,1.34,1,348,9,
19110897,Room with private shower room,133412495,Pieter,,Zuid,51.21049,4.39551,Private room,75,2,145,2025-02-23,1.56,1,360,15,
19139841,"Place to Stay, garage, bright apartment, sunset",13145096,Veerle,,Amandus - Atheneum,51.22337,4.41618,Entire home/apt,,2,12,2021-04-11,0.13,4,0,0,
19270436,Gezellig verblijf in stadswoning,22211840,Sien,,Borgerhout Intra Muros Zuid,51.2148,4.42747,Entire home/apt,,2,85,2022-10-09,0.90,1,0,0,
19311378,Turquoise cozy fun apartment,110993942,Rev,,Centraal Station,51.21777,4.42357,Entire home/apt,122,2,14,2024-12-08,0.15,16,322,2,
19311990,Black and red apartment with a view,110993942,Rev,,Centraal Station,51.21815,4.42417,Entire home/apt,139,2,42,2025-02-24,0.45,16,322,5,
19380026,Bright design city Duplex nb.2 on top Location!,84498948,Klaar,,Harmonie,51.2058,4.40664,Entire home/apt,187,2,64,2025-03-01,0.68,2,208,1,
19597739,Bright and cosy apartment in old city centre,64812114,Joachim,,Historisch Centrum,51.2196,4.39964,Entire home/apt,85,2,293,2025-02-23,3.17,1,229,38,
19657683,Quiet stay in single room in the center of Antwerp,22962538,Griet,,Stuivenberg,51.22151,4.43561,Private room,52,2,14,2024-08-19,0.17,4,356,3,
19763523,Riverside design apartment,14968355,Steven,,Historisch Centrum,51.22388,4.39908,Entire home/apt,100,28,14,2024-10-27,0.15,1,245,3,
19815144,Nice apartment in a townhouse in the centre.,109618168,Chantal & Christian,,Borgerhout Intra Muros Noord,51.2173,4.43196,Entire home/apt,93,2,100,2025-02-16,1.09,4,185,12,
19989893,Stylishly furnished private home in a vibrant area,27223858,Veerle,,Haringrode,51.20164,4.41525,Entire home/apt,77,2,173,2025-03-16,1.86,1,130,12,
19997718,Private cozy STUDIO,51220436,Jose,,Groenenhoek,51.20127,4.44165,Entire home/apt,33,4,148,2025-03-15,1.69,1,72,33,
20048639,Beautiful private duplex with large terrace,129602404,Marlies,,Theaterbuurt-Meir,51.20994,4.40418,Entire home/apt,119,2,76,2024-12-15,0.82,1,13,5,
20087301,Design room in the city centre of Antwerp,142823788,Dirk,,Historisch Centrum,51.2193,4.40458,Private room,47,1,466,2025-03-02,5.07,2,115,68,
20131004,Charming quiet room in house,4851422,Ann,,Kiel,51.18379,4.38614,Private room,45,4,24,2024-07-29,0.29,2,78,3,
20168816,Elegant design room in the city centre of Antwerp,142823788,Dirk,,Universiteitsbuurt,51.22063,4.40617,Private room,48,1,511,2025-03-02,5.56,2,132,58,
20263685,B - Gezellige studio op een TOP locatie,135610682,Leentje,,Historisch Centrum,51.22076,4.4039,Entire home/apt,71,2,436,2025-03-16,4.83,4,294,44,
20318096,Warm welcoming place!,15529473,Liesbeth,,Stuivenberg,51.21856,4.43249,Private room,,1,77,2020-02-15,0.84,2,0,0,
20406122,Cosy top floor studio with private shower+toilet,1034658,Lenny,,Stuivenberg,51.22006,4.43576,Private room,,2,94,2025-02-24,1.04,1,0,9,
20676903,"Mooie kamer met keuken, badkamer en privé terras",77953413,Stefan En Eva,,Borgerhout Intra Muros Zuid,51.2109,4.43567,Private room,,4,25,2021-08-29,0.27,2,0,0,
20772851,Central Station | 3 pers. room in shared apt.,24867394,Gaïtano,,Amandus - Atheneum,51.219164,4.421884,Private room,52,2,107,2025-01-06,1.55,3,22,32,
20796226,Lovely apartment in Antwerp centre,65855928,Jo,,Stadspark,51.20964,4.41097,Entire home/apt,71,10,87,2024-09-09,0.95,5,202,10,
20825768,beautiful city view purple apartment,110993942,Rev,,Amandus - Atheneum,51.21885,4.4225,Entire home/apt,135,2,23,2024-04-29,0.25,16,319,1,
20856073,Cosy studio in Antwerp city centre,65855928,Jo,,Stadspark,51.20935,4.41148,Entire home/apt,47,5,117,2024-11-15,1.28,5,112,13,
20942852,"PM87 - Modern, stylish home",150558275,Zeynep,,Universiteitsbuurt,51.22485,4.41086,Entire home/apt,91,1,502,2025-03-16,5.52,1,104,56,
20994541,Mindblowing little penthouse in Antwerp!,25674863,Sam,,Groenenhoek,51.20237,4.43912,Entire home/apt,,26,8,2024-12-18,0.11,2,230,1,
21102559,Modern Studio in Centre Of Antwerp. Great Place!,90573434,Jef,,Borgerhout Intra Muros Noord,51.21749,4.43407,Entire home/apt,,6,40,2019-02-25,0.44,2,0,0,
21381205,201 、Antwerp central station's charming apartment,52106350,Fengyi Inn,,Amandus - Atheneum,51.21885,4.42485,Entire home/apt,121,2,71,2025-02-16,1.00,6,345,11,
21464203,Kamer Adriaan,132999406,Els,,Tuinwijk,51.26717,4.45839,Private room,38,1,288,2024-12-23,3.31,2,10,40,
21750298,Modern Duplex apartment (120 M²),16589114,Valeria,,Groenenhoek,51.19709,4.43731,Private room,64,1,55,2025-02-27,0.62,1,365,2,
21933479,Kamer Alexander,132999406,Els,,Tuinwijk,51.2661,4.45687,Private room,,1,161,2024-10-31,1.81,2,0,25,
22023486,Spacious and sunny beautiful apartment,110993942,Rev,,Amandus - Atheneum,51.21885,4.4225,Entire home/apt,135,2,41,2022-07-14,0.46,16,291,0,
22097777,The Golden Gate {private studio - Central Station},55406436,Dietrich & Sofie,,Amandus - Atheneum,51.22273,4.42091,Entire home/apt,47,2,460,2025-03-18,5.56,3,63,60,
22181904,"Characteristic Attic Casa Zurenborg, Antwerp",6248736,Paolo,,Zurenborg,51.20612,4.43313,Private room,100,1,115,2025-02-23,1.31,1,107,19,
22191315,A- Toffe studio in het hart van het oude Antwerpen,135610682,Leentje,,Historisch Centrum,51.22154,4.40306,Entire home/apt,70,2,452,2025-03-16,5.11,4,291,59,
22284431,Familiewoning Boekenbergpark vlakbij Antwerpen,6235053,Sara,,Deurne Zuid Oost,51.19451,4.46521,Entire home/apt,,4,3,2018-07-30,0.03,1,0,0,
22538228,Ruim centraal gelegen huis met zonnig dakterras.,165547303,Dennis,,Harmonie,51.20584,4.40989,Entire home/apt,121,5,3,2025-01-04,0.20,1,95,2,
22742449,Cozy 2 bedroom apartement,110993942,Rev,,Amandus - Atheneum,51.21905,4.42292,Entire home/apt,125,2,23,2025-02-22,0.26,16,318,4,
22760259,D - Knusse studio met zicht op de kathedraal,135610682,Leentje,,Historisch Centrum,51.21955,4.40391,Private room,65,2,300,2025-03-09,3.44,4,339,39,
22924510,Cosy room in a relaxing home.,5413333,Karen,,Wilrijk Centrum,51.16494,4.38828,Private room,66,1,32,2025-03-15,0.98,1,89,11,
22962721,Nice and private appartment for max 6p,50457379,Mel,,Deurne Zuid West,51.20794,4.45769,Entire home/apt,78,7,160,2022-10-08,1.89,1,358,0,
22993422,Design City Centre Apartment,170532458,Catherine,,Harmonie,51.20826,4.40887,Entire home/apt,59,2,384,2025-03-16,4.44,2,295,42,
23141079,Lovely spacious house close to parks and tramway,24417341,Marleen,,Deurne Zuid West,51.2017,4.46031,Entire home/apt,72,3,108,2024-12-02,1.28,1,267,18,
23364073,Bright and sunny stylish House!,84498948,Klaar,,Harmonie,51.20511,4.4068,Entire home/apt,251,2,137,2025-01-02,1.60,2,208,10,
23392537,Charlie’s Loft (Bed and Breakfast),174166821,Charlie’S,,Zuid,51.21014,4.39615,Entire home/apt,224,1,13,2025-01-09,0.28,1,219,7,
23392809,Sincerely Yours!!,173362403,Meyrem,,Haringrode,51.2025,4.4278,Private room,,2,41,2023-03-12,0.48,1,0,0,
23395109,Bright apartment in trendy Antwerp South district,6930093,"Ian, Jande En Marie",,Zuid,51.20776,4.39097,Entire home/apt,82,3,64,2025-01-02,0.74,4,143,2,
23444238,Simone's Kitchen B&B - Deluxe Double Room,110469250,Alistair,,Stadspark,51.207889556884766,4.41521692276001,Private room,86,1,44,2025-02-02,0.53,7,348,8,
23521144,Duchess,43658721,Nicole,,Harmonie,51.2064,4.40891,Entire home/apt,,2,65,2024-10-20,0.77,1,3,10,
23524053,Simone's Kitchen B&B - Double Room,110469250,Alistair,,Stadspark,51.20886,4.41559,Private room,81,1,82,2025-02-17,0.96,7,306,1,
23755415,Feel Home,165968147,Ingrid,,Linkeroever,51.21834,4.38208,Private room,69,1,415,2025-03-16,4.99,1,326,69,
23786630,Modern and spacious studio in the City Centre-70m2,157495101,Tinka,,Historisch Centrum,51.22714,4.40228,Entire home/apt,69,2,263,2025-03-09,3.12,1,38,36,
24061523,"Beautiful, spacious house close to everything.",181144506,Frederik,,Amandus - Atheneum,51.2211,4.41803,Entire home/apt,,6,20,2021-09-30,0.24,1,0,0,
24112458,Ruime villa met zwembad Wilrijk,9766185,Sofie,,Middelheim,51.17589,4.41333,Entire home/apt,240,90,0,,,1,362,0,
24170223,Penthouse met uniek zicht op Antwerpen 15e etage,8508094,Bert,,Groenenhoek,51.20238,4.4433,Entire home/apt,,2,3,2025-01-02,0.05,1,0,1,
24340681,Newly renovated house in trendy location.,43185160,Yan,,Oud - Berchem,51.20089,4.42336,Entire home/apt,142,2,219,2024-10-06,2.65,4,93,26,
24419851,Cosy & spacious apartment at  trendy Antwerp South,22432864,Lenka,,Zuid,51.20753,4.38657,Entire home/apt,70,5,77,2025-03-07,0.92,1,219,21,
24445658,HighskyRom,184622414,Yassine,,Hoboken - Noord,51.18731,4.37303,Private room,,2,34,2023-08-13,0.40,1,1,0,
24486262,C - Perfecte locatie voor een perfect uitstapje,135610682,Leentje,,Historisch Centrum,51.22003,4.40253,Entire home/apt,71,2,303,2025-03-03,3.72,4,323,36,
24829527,Antwerp South - spatious one bedroom ap. for 2,48602699,Anthony,,Zuid,51.20903,4.38675,Entire home/apt,93,2,41,2025-03-01,0.49,1,230,11,
25023469,Het stulpje,184651827,Hans,,Oud - Berchem,51.19817,4.41595,Entire home/apt,450,2,30,2019-12-08,0.36,1,83,0,
25068907,Antwerpen quiet appartment in green surroundings,50671362,Filip,,Hoboken - Centrum,51.17345,4.35422,Entire home/apt,51,4,67,2024-11-15,0.81,1,12,2,
25071158,Sunny studio overlooking the city park.,820292,Jonas,,Centraal Station,51.21428,4.41627,Entire home/apt,43,8,64,2025-03-01,0.83,1,75,12,
25108061,"Cosy 1-bedroom, ground flr flat",42937731,Jonas,,Brederode,51.20251,4.39393,Entire home/apt,63,5,12,2025-03-07,0.70,1,115,6,
25148862,Maison Emile - Executive Room,186414084,Yannick,,Nieuw - Zuid,51.20422,4.388,Private room,183,1,2,2022-02-05,0.04,3,339,0,
25150029,Maison Emile - Superior Room,186414084,Yannick,,Nieuw - Zuid,51.20475,4.38782,Private room,158,1,10,2022-10-29,0.13,3,349,0,
25152004,Maison Emile - Comfort Single Room,186414084,Yannick,,Nieuw - Zuid,51.20433,4.38846,Private room,,1,1,2021-12-02,0.02,3,0,0,
25201647,Amazing place in the heart of Antwerp with view,38459356,Anthony,,Historisch Centrum,51.22574,4.40007,Entire home/apt,94,6,12,2019-07-23,0.14,1,18,0,
25493896,Arthur and James Antwerp,5732699,Gert,,Amandus - Atheneum,51.2193,4.42581,Private room,57,4,21,2024-12-16,0.29,1,16,9,
25515794,* Casa Amazing * with lovely garden,52384223,Annelies,,Deurne Zuid West,51.21006,4.45738,Entire home/apt,,1,76,2021-09-19,0.92,2,0,0,
25610607,B&B Arthur and James,192406503,Soufiane,,Amandus - Atheneum,51.21923,4.42517,Private room,,1,1,2018-07-29,0.01,1,0,0,
25960097,"""Pagadder Flat""",193627086,Willy,,Historisch Centrum,51.2216,4.40156,Entire home/apt,,10,43,2024-10-05,0.53,2,0,3,
25973713,Complete house | 14 people | Antwerp City Center,4113286,Kathleen,,Sint-Andries,51.21551,4.3964,Entire home/apt,650,2,71,2025-02-02,0.87,2,268,11,
26023466,Cozy & Spacious Duplex with an Amazing Terrace,195447870,Barbara,,Historisch Centrum,51.22712,4.40483,Entire home/apt,83,1,538,2025-03-16,6.55,3,302,87,
26163757,penthouse near CS station/free parking/great views,838789,Sarah,,Borgerhout Intra Muros Noord,51.21709,4.43787,Entire home/apt,,5,0,,,1,32,0,
26175436,"Private room, little terrace and Park, in Antwerp",70971751,Dries,,Tentoonstellingswijk,51.19143,4.39752,Private room,,3,11,2024-07-29,0.13,1,0,2,
26181108,Virginie Loveling with quiet and ecological garden,37722028,Zouhra,,Stuivenberg,51.21944,4.43226,Entire home/apt,96,2,82,2025-02-16,1.01,4,274,4,
26298543,"Room Rosalie Loveling, with private bathroom!",37722028,Zouhra,,Stuivenberg,51.221,4.43232,Entire home/apt,63,2,93,2025-02-16,1.14,4,269,7,
26317331,Appartment Antwerp,197906689,Guy,,Wilrijk Centrum,51.17275,4.39162,Entire home/apt,79,3,2,2025-02-17,0.76,1,360,2,
26347234,Cosy Antwerp City Center apartment,193627086,Willy,,Historisch Centrum,51.22244,4.40145,Entire home/apt,43,30,17,2025-01-26,0.22,2,194,4,
26477493,Loft appartment 120 m²,66862862,Koen,,Amandus - Atheneum,51.22402,4.41852,Entire home/apt,,2,9,2019-07-21,0.11,1,0,0,
26592318,Luxurious Condo in Antwerp (incl. Indoor Parking),103833743,Marnik,,Middelheim,51.18304,4.39287,Entire home/apt,188,2,33,2024-07-29,0.41,1,95,3,
26774974,Cosy city house,201323825,Tamara,,Brederode,51.20501,4.40326,Entire home/apt,97,7,0,,,1,173,0,
26802748,Green urban oasis on car-free courtyard,34449017,Martha,,Borgerhout Intra Muros Zuid,51.21625,4.42953,Entire home/apt,,3,29,2023-08-11,0.36,1,28,0,
27195796,Huidevettersstraat appartment,60776484,Michael,,Theaterbuurt-Meir,51.2174,4.40461,Entire home/apt,110,4,10,2022-12-30,0.13,2,88,0,
27201396,Quiet room in Joyful house,6624049,Hilde,,Deurne Zuid Oost,51.2014942,4.4629384,Private room,60,1,20,2025-03-02,1.13,1,269,14,
27288680,Luxury & Cozy Room For You!!,142235853,Prince,,Middelheim,51.18198,4.39218,Private room,50,2,19,2023-03-19,0.27,2,79,0,
27479453,Loft with lovely city garden,166595468,Lien,,Amandus - Atheneum,51.22669,4.41897,Entire home/apt,,2,1,2019-01-02,0.01,1,0,0,
27489768,beautiful and spacious  family apartment,110993942,Rev,,Amandus - Atheneum,51.21999,4.42154,Entire home/apt,238,3,31,2025-02-17,0.39,16,301,11,
27490882,blue and beautiful apartment in Antwerp,110993942,Rev,,Amandus - Atheneum,51.21925,4.42378,Entire home/apt,130,2,10,2022-10-09,0.12,16,350,0,
27564444,comfort  city apartment met balkon in hartje stad,5187214,Koenraad,,Harmonie,51.208656,4.405282,Entire home/apt,,14,13,2024-04-22,0.17,3,0,2,
27567210,Duplex next to park and Eilandje,7716505,Thomas,,Dam,51.2332,4.42201,Entire home/apt,,2,8,2021-10-03,0.10,1,0,0,
27588529,"Familiekamer-privé badkamer,  B&B Bed, Bad & brood",5187214,Koenraad,,Harmonie,51.208656,4.405282,Private room,91,4,10,2024-02-12,0.12,3,194,0,
27617809,"B&B kamer - privé badkamer in XXL herenhuis, stad",5187214,Koenraad,,Harmonie,51.20958,4.40553,Private room,74,5,18,2025-02-16,0.22,3,218,6,
27625759,Appartement met zicht op jachthaven,56497782,Katrin,,Eilandje,51.2314269,4.4142679,Entire home/apt,77,2,65,2025-03-03,3.17,1,165,43,
27645909,Bright & spacious apartment near Central Station,6898138,Sammy,,Zurenborg,51.21013,4.42641,Entire home/apt,,14,53,2023-07-27,0.67,1,0,0,
27743237,Apartment with own courtyard in historical centre,26424945,Sven,,Universiteitsbuurt,51.220905,4.407016,Entire home/apt,140,2,150,2025-03-11,3.28,1,163,24,
27755042,The Secret Paradise,15780894,Simon,,Universiteitsbuurt,51.2236,4.40628,Private room,42,1,322,2025-02-22,4.05,10,44,35,
27817305,City house with rooftop terras and patio,2662125,Willem,,Stuivenberg,51.22147,4.43811,Entire home/apt,,3,11,2024-07-30,0.14,1,0,2,
27844982,room in the center of Antwerp,210284502,Trix,,Borgerhout Intra Muros Noord,51.22268,4.4429,Private room,37,3,94,2025-02-24,1.23,2,84,12,
